"type","representativity","norm_representativity","smell","quality"
"io.kubernetes.client.openapi.models.V1CustomResourceDefinitionList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1CustomResourceDefinitionStatus","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CustomResourceDefinitionStatus","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1CustomResourceSubresourceScale","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1CustomResourceSubresourceScale","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1DaemonSetList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1DaemonSetList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1DeploymentList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1DeploymentList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1Endpoint","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Endpoint","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1EndpointConditions","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1EndpointConditions","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1Endpoints","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Endpoints","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1EndpointSliceList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1EndpointSliceList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1EndpointsList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1EndpointsList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1EndpointSubset","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1EndpointSubset","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1EnvFromSource","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1EnvFromSource","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1EnvVar","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1EnvVar","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1EphemeralContainer","0,002","4.0","God Class","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1EphemeralContainer","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1GitRepoVolumeSource","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1GitRepoVolumeSource","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1GlusterfsVolumeSource","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1GlusterfsVolumeSource","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1HorizontalPodAutoscalerList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1HorizontalPodAutoscalerList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1HTTPIngressPath","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1HTTPIngressPath","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1IngressClassList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1IngressClassList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1IngressList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1IngressList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1IngressLoadBalancerIngress","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1IngressLoadBalancerIngress","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1IngressPortStatus","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1IngressPortStatus","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1IngressSpec","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1IngressSpec","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1JobList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1JobList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1JSONSchemaProps","0,002","4.0","God Class","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1JSONSchemaProps","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1KeyToPath","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1KeyToPath","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1LabelSelectorRequirement","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1LabelSelectorRequirement","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1LeaseList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1LeaseList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1LifecycleHandler","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1LifecycleHandler","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1LimitRangeItem","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1LimitRangeItem","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1LimitRangeList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1LimitRangeList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1LoadBalancerIngress","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1LoadBalancerIngress","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1MutatingWebhookConfiguration","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1MutatingWebhookConfiguration","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1MutatingWebhookConfigurationList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1MutatingWebhookConfigurationList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1NamespaceList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NamespaceList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1NetworkPolicyList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NetworkPolicyList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1NetworkPolicyPeer","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NetworkPolicyPeer","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1NetworkPolicyPort","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NetworkPolicyPort","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1NetworkPolicySpec","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NetworkPolicySpec","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1NFSVolumeSource","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NFSVolumeSource","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1NodeList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NodeList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1NodeSelectorRequirement","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1NodeSelectorRequirement","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1PersistentVolumeClaimList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PersistentVolumeClaimList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1PersistentVolumeClaimStatus","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PersistentVolumeClaimStatus","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1PersistentVolumeList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PersistentVolumeList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1PersistentVolumeSpec","0,002","4.0","God Class","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1PersistentVolumeSpec","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodAffinityTerm","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodAffinityTerm","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1PodDisruptionBudgetList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodDisruptionBudgetList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1PodDNSConfig","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodDNSConfig","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1PodFailurePolicyOnExitCodesRequirement","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodFailurePolicyOnExitCodesRequirement","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1PodFailurePolicyRule","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodFailurePolicyRule","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1PodList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1PodSpec","0,002","4.0","God Class","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1PodSpec","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodStatus","0,002","4.0","God Class","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1PodStatus","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodTemplateList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PodTemplateList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1PolicyRule","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PolicyRule","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1PortStatus","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PortStatus","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1PortworxVolumeSource","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PortworxVolumeSource","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1PriorityClassList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1PriorityClassList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ReplicaSetList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ReplicaSetList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ReplicationControllerList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ReplicationControllerList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ReplicationControllerSpec","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ReplicationControllerSpec","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ResourceFieldSelector","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ResourceFieldSelector","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ResourceQuotaList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ResourceQuotaList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ResourceQuotaSpec","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ResourceQuotaSpec","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ResourceRequirements","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ResourceRequirements","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ResourceRule","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ResourceRule","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1Role","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Role","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1RoleBindingList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1RoleBindingList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1RoleList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1RoleList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1RoleRef","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1RoleRef","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1RuleWithOperations","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1RuleWithOperations","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1RuntimeClassList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1RuntimeClassList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ScopedResourceSelectorRequirement","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ScopedResourceSelectorRequirement","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1SecretKeySelector","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1SecretKeySelector","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1SecretList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1SecretList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1SecretProjection","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1SecretProjection","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1SecretVolumeSource","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1SecretVolumeSource","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ServiceAccountList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ServiceAccountList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ServiceAccountTokenProjection","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ServiceAccountTokenProjection","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ServiceList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ServiceList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ServiceSpec","0,002","4.0","God Class","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1ServiceSpec","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1StatefulSetList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1StatefulSetList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1Status","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1Status","0,002","4.0","Cyclically-dependent Modularization","Modularity"
"io.kubernetes.client.openapi.models.V1StatusCause","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1StatusCause","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1StorageClassList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1StorageClassList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1SubjectAccessReviewSpec","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1SubjectAccessReviewSpec","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1SubjectRulesReviewStatus","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1SubjectRulesReviewStatus","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1TokenRequestSpec","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1TokenRequestSpec","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1TokenReviewStatus","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1TokenReviewStatus","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1TypedLocalObjectReference","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1TypedLocalObjectReference","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1UserInfo","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1UserInfo","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ValidatingWebhookConfiguration","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ValidatingWebhookConfiguration","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1ValidatingWebhookConfigurationList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1ValidatingWebhookConfigurationList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1Volume","0,002","4.0","God Class","Understandability, Maintainability"
"io.kubernetes.client.openapi.models.V1Volume","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1VolumeAttachmentList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1VolumeAttachmentList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1VolumeAttachmentSpec","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1VolumeAttachmentSpec","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V1VolumeAttachmentStatus","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V1VolumeAttachmentStatus","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V2ContainerResourceMetricSource","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V2ContainerResourceMetricSource","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V2ContainerResourceMetricStatus","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V2ContainerResourceMetricStatus","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V2CrossVersionObjectReference","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V2CrossVersionObjectReference","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V2HorizontalPodAutoscalerList","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V2HorizontalPodAutoscalerList","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V2HPAScalingPolicy","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V2HPAScalingPolicy","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V2HPAScalingRules","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V2HPAScalingRules","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V2MetricValueStatus","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V2MetricValueStatus","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V2ObjectMetricSource","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V2ObjectMetricSource","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.models.V2ObjectMetricStatus","0,002","4.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.V2ObjectMetricStatus","0,002","4.0","Multifaceted Abstraction","Cohesion"
"io.kubernetes.client.openapi.apis.AdmissionregistrationApi","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.apis.ApiextensionsApi","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.apis.ApiregistrationApi","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.apis.ApisApi","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.apis.AppsApi","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.apis.AuthenticationApi","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.apis.AuthorizationApi","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.apis.AutoscalingApi","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.apis.BatchApi","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.apis.CertificatesApi","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.apis.CoordinationApi","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.apis.CoreApi","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.apis.DiscoveryApi","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.apis.EventsApi","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverApi","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.apis.InternalApiserverApi","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.apis.LogsApi","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.apis.NetworkingApi","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.apis.NodeApi","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.apis.OpenidApi","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.apis.PolicyApi","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.apis.RbacAuthorizationApi","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.apis.ResourceApi","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.apis.SchedulingApi","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.apis.StorageApi","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.apis.VersionApi","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.apis.WellKnownApi","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.AdmissionregistrationV1ServiceReference","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.ApiextensionsV1ServiceReference","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.AuthenticationV1TokenRequest","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
"io.kubernetes.client.openapi.models.CoreV1EndpointPort","0,001","1.0","Insufficient Modularization","Modularity, Maintainability"
