"method","line","intervention","norm_intervention","smell","quality"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta2Api.deleteCollectionFlowSchemaCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",540,"10,500","5.390243902439025","Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta2Api.deleteCollectionFlowSchemaCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",540,"10,500","5.390243902439025","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta2Api.deleteCollectionPriorityLevelConfigurationCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",897,"10,500","5.390243902439025","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta2Api.deleteCollectionPriorityLevelConfigurationCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",897,"10,500","5.390243902439025","Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta2Api.deleteCollectionPriorityLevelConfigurationCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",897,"10,500","5.390243902439025","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.deleteCollectionFlowSchemaCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",540,"10,500","5.390243902439025","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.deleteCollectionFlowSchemaCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",540,"10,500","5.390243902439025","Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.deleteCollectionFlowSchemaCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",540,"10,500","5.390243902439025","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.deleteCollectionPriorityLevelConfigurationCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",897,"10,500","5.390243902439025","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.deleteCollectionPriorityLevelConfigurationCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",897,"10,500","5.390243902439025","Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.deleteCollectionPriorityLevelConfigurationCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",897,"10,500","5.390243902439025","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.InternalApiserverV1alpha1Api.deleteCollectionStorageVersionCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",309,"10,500","5.390243902439025","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.InternalApiserverV1alpha1Api.deleteCollectionStorageVersionCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",309,"10,500","5.390243902439025","Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.InternalApiserverV1alpha1Api.deleteCollectionStorageVersionCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",309,"10,500","5.390243902439025","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.NetworkingV1alpha1Api.deleteCollectionClusterCIDRCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",791,"10,500","5.390243902439025","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.NetworkingV1alpha1Api.deleteCollectionClusterCIDRCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",791,"10,500","5.390243902439025","Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.NetworkingV1alpha1Api.deleteCollectionClusterCIDRCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",791,"10,500","5.390243902439025","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.NetworkingV1alpha1Api.deleteCollectionIPAddressCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",1148,"10,500","5.390243902439025","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.NetworkingV1alpha1Api.deleteCollectionIPAddressCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",1148,"10,500","5.390243902439025","Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.NetworkingV1alpha1Api.deleteCollectionIPAddressCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",1148,"10,500","5.390243902439025","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.NetworkingV1Api.deleteCollectionIngressClassCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",789,"10,500","5.390243902439025","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.NetworkingV1Api.deleteCollectionIngressClassCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",789,"10,500","5.390243902439025","Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.NetworkingV1Api.deleteCollectionIngressClassCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",789,"10,500","5.390243902439025","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.NodeV1Api.deleteCollectionRuntimeClassCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",309,"10,500","5.390243902439025","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.NodeV1Api.deleteCollectionRuntimeClassCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",309,"10,500","5.390243902439025","Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.NodeV1Api.deleteCollectionRuntimeClassCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",309,"10,500","5.390243902439025","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.RbacAuthorizationV1Api.deleteCollectionClusterRoleCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",1522,"10,500","5.390243902439025","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.RbacAuthorizationV1Api.deleteCollectionClusterRoleCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",1522,"10,500","5.390243902439025","Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.RbacAuthorizationV1Api.deleteCollectionClusterRoleCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",1522,"10,500","5.390243902439025","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.RbacAuthorizationV1Api.deleteCollectionClusterRoleBindingCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",1879,"10,500","5.390243902439025","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.RbacAuthorizationV1Api.deleteCollectionClusterRoleBindingCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",1879,"10,500","5.390243902439025","Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.RbacAuthorizationV1Api.deleteCollectionClusterRoleBindingCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",1879,"10,500","5.390243902439025","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.ResourceV1alpha2Api.deleteCollectionResourceClassCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",2127,"10,500","5.390243902439025","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.ResourceV1alpha2Api.deleteCollectionResourceClassCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",2127,"10,500","5.390243902439025","Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.ResourceV1alpha2Api.deleteCollectionResourceClassCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",2127,"10,500","5.390243902439025","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.SchedulingV1Api.deleteCollectionPriorityClassCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",309,"10,500","5.390243902439025","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.SchedulingV1Api.deleteCollectionPriorityClassCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",309,"10,500","5.390243902439025","Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.SchedulingV1Api.deleteCollectionPriorityClassCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",309,"10,500","5.390243902439025","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.StorageV1Api.deleteCollectionCSIDriverCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",1744,"10,500","5.390243902439025","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.StorageV1Api.deleteCollectionCSIDriverCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",1744,"10,500","5.390243902439025","Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.StorageV1Api.deleteCollectionCSIDriverCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",1744,"10,500","5.390243902439025","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.StorageV1Api.deleteCollectionCSINodeCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",2101,"10,500","5.390243902439025","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.StorageV1Api.deleteCollectionCSINodeCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",2101,"10,500","5.390243902439025","Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.StorageV1Api.deleteCollectionCSINodeCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",2101,"10,500","5.390243902439025","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.StorageV1Api.deleteCollectionStorageClassCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",2824,"10,500","5.390243902439025","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.StorageV1Api.deleteCollectionStorageClassCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",2824,"10,500","5.390243902439025","Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.StorageV1Api.deleteCollectionStorageClassCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",2824,"10,500","5.390243902439025","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.StorageV1Api.deleteCollectionVolumeAttachmentCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",3181,"10,500","5.390243902439025","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.StorageV1Api.deleteCollectionVolumeAttachmentCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",3181,"10,500","5.390243902439025","Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.StorageV1Api.deleteCollectionVolumeAttachmentCall(String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback _callback)",3181,"10,500","5.390243902439025","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.AppsV1Api.listNamespacedControllerRevisionCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",5510,"10,500","5.390243902439025","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.listNamespacedControllerRevisionCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",5510,"10,500","5.390243902439025","Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.listNamespacedControllerRevisionCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",5510,"10,500","5.390243902439025","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.AppsV1Api.listNamespacedDaemonSetCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",5836,"10,500","5.390243902439025","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.listNamespacedDaemonSetCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",5836,"10,500","5.390243902439025","Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.listNamespacedDaemonSetCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",5836,"10,500","5.390243902439025","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.AppsV1Api.listNamespacedDeploymentCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",6162,"10,500","5.390243902439025","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.listNamespacedDeploymentCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",6162,"10,500","5.390243902439025","Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.listNamespacedDeploymentCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",6162,"10,500","5.390243902439025","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.AppsV1Api.listNamespacedReplicaSetCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",6488,"10,500","5.390243902439025","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.listNamespacedReplicaSetCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",6488,"10,500","5.390243902439025","Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.listNamespacedReplicaSetCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",6488,"10,500","5.390243902439025","Complex Method","Maintainability, Understandability, Complexity"
"io.kubernetes.client.openapi.apis.AppsV1Api.listNamespacedStatefulSetCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",6814,"10,500","5.390243902439025","Long Method","Understandability, Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.listNamespacedStatefulSetCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",6814,"10,500","5.390243902439025","Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.listNamespacedStatefulSetCall(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback _callback)",6814,"10,500","5.390243902439025","Complex Method","Maintainability, Understandability, Complexity"
